date,project_id,service,team,env,cost_usd
2025-03-05,proj-gamma,EC2,Data,prod,313.93
2025-03-05,proj-gamma,EC2,Data,dev,96.66
2025-03-05,proj-gamma,RDS,Data,prod,110.43
2025-03-05,proj-alpha,RDS,Web,staging,51.76
2025-03-05,proj-alpha,EKS,Core,staging,42.65
2025-03-06,proj-beta,RDS,Web,prod,98.86
2025-03-06,proj-alpha,EC2,Data,prod,339.74
2025-03-06,proj-alpha,EKS,Data,staging,64.35
2025-03-06,proj-alpha,RDS,Web,staging,44.92
2025-03-06,proj-gamma,EKS,Core,staging,94.68
2025-03-06,proj-beta,EC2,Data,prod,413.08
2025-03-06,proj-beta,S3,Data,prod,110.81
2025-03-06,proj-gamma,RDS,Core,prod,64.37
2025-03-06,proj-alpha,RDS,Core,prod,109.56
2025-03-06,proj-beta,Lambda,Data,prod,11.24
2025-03-07,proj-beta,Lambda,Data,prod,27.66
2025-03-07,proj-gamma,EC2,Data,prod,376.35
2025-03-07,proj-beta,EKS,Core,prod,140.96
2025-03-07,proj-gamma,EKS,Core,prod,94.21
2025-03-07,proj-alpha,EKS,Data,prod,121.36
2025-03-07,proj-gamma,Lambda,Core,prod,17.49
2025-03-07,proj-gamma,RDS,Core,prod,124.99
2025-03-07,proj-gamma,RDS,Data,prod,159.73
2025-03-07,proj-beta,EKS,Web,prod,116.59
2025-03-07,proj-alpha,Lambda,Web,prod,22.35
2025-03-08,proj-gamma,EKS,Data,dev,18.85
2025-03-08,proj-alpha,RDS,Web,staging,54.46
2025-03-08,proj-alpha,EKS,Web,prod,165.05
2025-03-08,proj-gamma,EC2,Core,prod,503.4
2025-03-08,proj-alpha,EC2,Web,prod,469.09
2025-03-08,proj-alpha,EKS,Web,prod,233.2
2025-03-08,proj-alpha,EKS,Web,prod,193.7
2025-03-08,proj-beta,EC2,Web,dev,109.98
2025-03-09,proj-gamma,Lambda,Web,prod,26.59
2025-03-09,proj-beta,EKS,Data,prod,119.66
2025-03-09,proj-beta,S3,Core,prod,46.68
2025-03-09,proj-alpha,Lambda,Data,staging,15.04
2025-03-09,proj-gamma,S3,Web,dev,35.15
2025-03-09,proj-beta,Lambda,Web,prod,29.51
2025-03-09,proj-beta,EKS,Core,prod,254.59
2025-03-09,proj-gamma,S3,Core,prod,95.58
2025-03-10,proj-alpha,Lambda,Web,staging,4.35
2025-03-10,proj-alpha,RDS,Web,prod,148.39
2025-03-10,proj-gamma,EKS,Web,prod,176.68
2025-03-10,proj-beta,EC2,Web,prod,485.49
2025-03-10,proj-gamma,EKS,Web,prod,209.91
2025-03-10,proj-alpha,S3,Data,prod,61.28
2025-03-10,proj-alpha,S3,Data,dev,20.7
2025-03-10,proj-alpha,RDS,Core,prod,92.55
2025-03-10,proj-alpha,S3,Web,prod,57.04
2025-03-10,proj-alpha,Lambda,Data,dev,8.61
2025-03-11,proj-beta,Lambda,Web,prod,22.5
2025-03-11,proj-gamma,RDS,Core,prod,149.55
2025-03-11,proj-gamma,EC2,Core,staging,172.34
2025-03-11,proj-gamma,EKS,Web,dev,49.68
2025-03-11,proj-beta,EC2,Data,dev,80.58
2025-03-11,proj-gamma,Lambda,Core,staging,7.24
2025-03-11,proj-gamma,Lambda,Web,prod,23.05
2025-03-12,proj-gamma,EC2,Data,staging,129.21
2025-03-12,proj-gamma,EC2,Data,prod,358.56
2025-03-12,proj-gamma,EKS,Data,staging,41.05
2025-03-12,proj-alpha,S3,Data,staging,32.84
2025-03-12,proj-gamma,EC2,Web,prod,383.82
2025-03-12,proj-beta,RDS,Core,dev,53.21
2025-03-12,proj-beta,S3,Data,prod,64.61
2025-03-12,proj-gamma,EC2,Data,dev,125.95
2025-03-12,proj-beta,S3,Data,prod,74.13
2025-03-13,proj-beta,EKS,Web,prod,163.61
2025-03-13,proj-beta,Lambda,Core,staging,20.53
2025-03-13,proj-alpha,Lambda,Data,prod,26.43
2025-03-13,proj-beta,Lambda,Data,staging,25.04
2025-03-13,proj-beta,S3,Web,prod,78.32
2025-03-13,proj-beta,EKS,Web,prod,121.91
2025-03-13,proj-gamma,S3,Core,prod,84.57
2025-03-13,proj-beta,RDS,Web,prod,142.6
2025-03-13,proj-alpha,Lambda,Data,prod,35.47
2025-03-14,proj-beta,RDS,Web,prod,71.58
2025-03-14,proj-gamma,EKS,Data,prod,134.12
2025-03-14,proj-alpha,RDS,Web,prod,142.95
2025-03-14,proj-gamma,RDS,Web,prod,136.2
2025-03-14,proj-beta,S3,Web,prod,104.47
2025-03-14,proj-beta,EKS,Core,staging,101.16
2025-03-15,proj-beta,S3,Data,prod,83.58
2025-03-15,proj-alpha,RDS,Web,staging,94.57
2025-03-15,proj-alpha,S3,Data,prod,110.13
2025-03-15,proj-gamma,EC2,Web,staging,216.32
2025-03-15,proj-gamma,S3,Web,prod,90.49
2025-03-15,proj-gamma,EC2,Data,prod,478.25
2025-03-16,proj-gamma,EC2,Data,prod,418.84
2025-03-16,proj-gamma,Lambda,Core,dev,10.53
2025-03-16,proj-alpha,EKS,Web,prod,166.63
2025-03-16,proj-alpha,RDS,Web,prod,109.41
2025-03-16,proj-gamma,S3,Core,staging,33.58
2025-03-16,proj-beta,S3,Core,dev,24.87
2025-03-16,proj-beta,Lambda,Data,prod,18.57
2025-03-16,proj-alpha,EC2,Core,prod,461.96
2025-03-17,proj-alpha,S3,Core,prod,84.3
2025-03-17,proj-gamma,EKS,Data,prod,184.02
2025-03-17,proj-alpha,RDS,Web,prod,94.13
2025-03-17,proj-beta,EC2,Data,prod,429.93
2025-03-17,proj-alpha,EC2,Web,prod,303.75
2025-03-17,proj-gamma,EKS,Data,prod,178.9
2025-03-18,proj-beta,EC2,Web,dev,129.86
2025-03-18,proj-gamma,S3,Web,staging,26.55
2025-03-18,proj-gamma,EKS,Core,prod,146.21
2025-03-18,proj-beta,Lambda,Data,prod,26.76
2025-03-18,proj-alpha,RDS,Web,prod,145.35
2025-03-18,proj-beta,RDS,Data,staging,56.1
2025-03-18,proj-alpha,RDS,Data,staging,69.04
2025-03-18,proj-gamma,RDS,Web,prod,141.96
2025-03-18,proj-alpha,EKS,Core,prod,118.64
2025-03-18,proj-gamma,EKS,Data,prod,198.16
2025-03-19,proj-beta,RDS,Core,dev,21.63
2025-03-19,proj-beta,RDS,Web,staging,53.76
2025-03-19,proj-alpha,S3,Core,staging,25.12
2025-03-19,proj-alpha,RDS,Web,prod,139.55
2025-03-19,proj-gamma,EKS,Core,staging,44.9
2025-03-19,proj-gamma,S3,Web,staging,43.57
2025-03-20,proj-alpha,S3,Data,staging,29.67
2025-03-20,proj-alpha,Lambda,Web,prod,12.99
2025-03-20,proj-gamma,EKS,Web,prod,151.94
2025-03-20,proj-beta,RDS,Core,dev,30.9
2025-03-20,proj-beta,RDS,Data,prod,129.52
2025-03-20,proj-beta,RDS,Web,prod,92.41
2025-03-20,proj-beta,EKS,Web,prod,285.12
2025-03-20,proj-beta,EC2,Data,prod,303.94
2025-03-21,proj-beta,S3,Data,staging,38.17
2025-03-21,proj-alpha,S3,Core,staging,34.37
2025-03-21,proj-beta,RDS,Data,prod,172.81
2025-03-21,proj-beta,EKS,Data,prod,192.4
2025-03-21,proj-gamma,S3,Core,prod,76.0
2025-03-21,proj-beta,RDS,Core,prod,157.35
2025-03-21,proj-alpha,RDS,Web,prod,180.85
2025-03-21,proj-gamma,Lambda,Data,dev,10.15
2025-03-21,proj-alpha,EKS,Web,dev,36.64
2025-03-22,proj-alpha,RDS,Web,prod,119.07
2025-03-22,proj-alpha,EC2,Core,prod,357.74
2025-03-22,proj-beta,Lambda,Data,prod,31.4
2025-03-22,proj-beta,EC2,Data,prod,421.12
2025-03-22,proj-gamma,EC2,Data,dev,103.72
2025-03-22,proj-gamma,EKS,Core,dev,42.65
2025-03-22,proj-gamma,RDS,Web,prod,105.82
2025-03-22,proj-alpha,EKS,Core,prod,222.85
2025-03-22,proj-gamma,RDS,Web,prod,132.47
2025-03-23,proj-gamma,EC2,Core,staging,209.16
2025-03-23,proj-alpha,RDS,Data,dev,36.99
2025-03-23,proj-beta,S3,Core,prod,73.19
2025-03-23,proj-alpha,EKS,Data,prod,162.99
2025-03-23,proj-gamma,RDS,Data,prod,107.11
2025-03-23,proj-alpha,S3,Core,prod,57.29
2025-03-23,proj-beta,EKS,Data,staging,55.85
2025-03-23,proj-gamma,EC2,Web,prod,433.19
2025-03-24,proj-beta,EC2,Web,dev,111.46
2025-03-24,proj-beta,Lambda,Data,prod,17.79
2025-03-24,proj-beta,EC2,Web,prod,325.94
2025-03-24,proj-alpha,Lambda,Core,prod,39.38
2025-03-24,proj-gamma,EC2,Web,dev,124.26
2025-03-24,proj-gamma,S3,Core,staging,28.24
2025-03-24,proj-beta,RDS,Data,prod,164.82
2025-03-24,proj-gamma,S3,Web,prod,66.45
2025-03-24,proj-alpha,Lambda,Data,prod,12.97
2025-03-24,proj-gamma,EKS,Core,prod,153.78
2025-03-25,proj-alpha,Lambda,Data,prod,3.64
2025-03-25,proj-alpha,RDS,Data,prod,70.11
2025-03-25,proj-alpha,Lambda,Web,staging,5.07
2025-03-25,proj-gamma,EKS,Web,staging,87.49
2025-03-25,proj-gamma,RDS,Web,staging,67.19
2025-03-25,proj-alpha,S3,Core,prod,65.17
2025-03-25,proj-alpha,EC2,Core,prod,308.56
2025-03-25,proj-alpha,S3,Web,prod,68.6
2025-03-26,proj-beta,RDS,Core,staging,63.42
2025-03-26,proj-alpha,RDS,Core,prod,80.9
2025-03-26,proj-beta,S3,Core,staging,53.17
2025-03-26,proj-alpha,S3,Data,prod,113.66
2025-03-26,proj-beta,EC2,Data,staging,242.82
2025-03-26,proj-gamma,S3,Data,prod,94.44
2025-03-27,proj-beta,S3,Core,staging,25.47
2025-03-27,proj-gamma,EC2,Core,dev,97.54
2025-03-27,proj-gamma,Lambda,Web,prod,15.29
2025-03-27,proj-alpha,S3,Core,dev,25.43
2025-03-27,proj-gamma,Lambda,Data,staging,3.86
2025-03-27,proj-beta,EKS,Core,prod,110.56
2025-03-27,proj-alpha,Lambda,Data,prod,23.57
2025-03-27,proj-gamma,EC2,Data,prod,474.71
2025-03-27,proj-beta,EKS,Data,dev,53.37
2025-03-28,proj-beta,RDS,Data,staging,70.56
2025-03-28,proj-beta,RDS,Core,dev,42.82
2025-03-28,proj-alpha,EKS,Data,prod,175.57
2025-03-28,proj-beta,RDS,Core,prod,108.73
2025-03-28,proj-alpha,S3,Web,prod,121.02
2025-03-28,proj-gamma,S3,Core,staging,51.04
2025-03-29,proj-alpha,Lambda,Core,staging,8.88
2025-03-29,proj-gamma,RDS,Data,prod,84.78
2025-03-29,proj-alpha,EKS,Core,prod,234.45
2025-03-29,proj-gamma,S3,Web,staging,41.82
2025-03-29,proj-gamma,S3,Data,dev,14.73
2025-03-29,proj-alpha,S3,Core,prod,105.32
2025-03-30,proj-beta,RDS,Data,prod,77.5
2025-03-30,proj-alpha,EC2,Data,prod,368.53
2025-03-30,proj-beta,EC2,Web,dev,111.5
2025-03-30,proj-beta,EC2,Web,prod,479.73
2025-03-30,proj-gamma,Lambda,Core,prod,26.18
2025-03-30,proj-alpha,RDS,Core,prod,96.44
2025-03-30,proj-alpha,EC2,Data,prod,364.54
2025-03-30,proj-beta,Lambda,Data,prod,26.06
2025-03-31,proj-gamma,EC2,Data,prod,385.04
2025-03-31,proj-beta,S3,Data,staging,33.5
2025-03-31,proj-beta,Lambda,Web,staging,8.77
2025-03-31,proj-beta,EKS,Web,staging,66.96
2025-03-31,proj-gamma,S3,Core,prod,63.15
2025-03-31,proj-alpha,S3,Core,staging,44.47
2025-03-31,proj-gamma,EC2,Web,prod,382.55
2025-03-31,proj-gamma,EC2,Core,prod,350.88
2025-03-31,proj-alpha,RDS,Data,staging,40.41
2025-03-31,proj-beta,Lambda,Web,prod,13.41
2025-04-01,proj-alpha,RDS,Data,prod,34.18
2025-04-01,proj-alpha,Lambda,Web,dev,18.53
2025-04-01,proj-alpha,EKS,Web,prod,213.86
2025-04-01,proj-alpha,S3,Core,prod,89.84
2025-04-01,proj-alpha,S3,Core,prod,68.43
2025-04-01,proj-alpha,Lambda,Data,prod,45.6
2025-04-01,proj-beta,S3,Web,staging,52.13
2025-04-01,proj-gamma,EKS,Data,dev,53.81
2025-04-02,proj-gamma,RDS,Web,prod,162.72
2025-04-02,proj-gamma,RDS,Web,staging,44.46
2025-04-02,proj-beta,RDS,Core,prod,88.44
2025-04-02,proj-beta,Lambda,Data,staging,11.94
2025-04-02,proj-gamma,RDS,Web,prod,121.83
2025-04-02,proj-beta,EKS,Web,prod,198.68
2025-04-02,proj-gamma,S3,Core,prod,95.61
2025-04-02,proj-beta,EC2,Core,prod,461.41
2025-04-02,proj-beta,S3,Data,prod,37.98
2025-04-03,proj-gamma,EC2,Web,prod,383.77
2025-04-03,proj-gamma,S3,Core,staging,38.59
2025-04-03,proj-alpha,EC2,Core,staging,155.09
2025-04-03,proj-beta,Lambda,Web,staging,6.43
2025-04-03,proj-gamma,Lambda,Web,prod,30.26
2025-04-03,proj-gamma,RDS,Web,prod,119.41
2025-04-03,proj-gamma,S3,Data,prod,74.89
2025-04-03,proj-gamma,S3,Web,prod,112.17
2025-04-03,proj-gamma,S3,Web,prod,98.59
2025-04-04,proj-beta,S3,Data,prod,45.39
2025-04-04,proj-beta,RDS,Data,dev,28.35
2025-04-04,proj-beta,EKS,Data,prod,92.44
2025-04-04,proj-gamma,RDS,Core,prod,77.55
2025-04-04,proj-gamma,Lambda,Web,prod,17.96
2025-04-04,proj-gamma,Lambda,Web,dev,4.27
2025-04-04,proj-alpha,EKS,Core,prod,192.33
2025-04-04,proj-alpha,S3,Data,staging,48.59
2025-04-04,proj-gamma,EKS,Data,prod,93.19
2025-04-04,proj-alpha,RDS,Core,prod,82.07
2025-04-05,proj-alpha,EKS,Core,staging,63.15
2025-04-05,proj-gamma,S3,Core,prod,53.27
2025-04-05,proj-gamma,RDS,Data,prod,144.43
2025-04-05,proj-alpha,Lambda,Data,prod,17.5
2025-04-05,proj-gamma,Lambda,Data,prod,39.22
2025-04-05,proj-beta,RDS,Core,prod,68.27
2025-04-05,proj-gamma,EKS,Core,prod,259.99
2025-04-05,proj-gamma,RDS,Data,dev,14.32
2025-04-06,proj-beta,RDS,Core,prod,38.86
2025-04-06,proj-beta,Lambda,Core,dev,2.64
2025-04-06,proj-gamma,EKS,Data,prod,138.56
2025-04-06,proj-alpha,EC2,Web,prod,264.41
2025-04-06,proj-gamma,RDS,Core,staging,50.56
2025-04-06,proj-gamma,EKS,Web,dev,31.36
2025-04-07,proj-alpha,EC2,Data,staging,195.24
2025-04-07,proj-gamma,RDS,Data,prod,138.08
2025-04-07,proj-beta,EKS,Web,staging,67.56
2025-04-07,proj-beta,EC2,Core,prod,406.91
2025-04-07,proj-beta,S3,Web,prod,85.05
2025-04-07,proj-gamma,EKS,Web,prod,132.03
2025-04-07,proj-gamma,EKS,Web,prod,213.8
2025-04-07,proj-gamma,EKS,Web,prod,93.28
2025-04-07,proj-gamma,EKS,Core,prod,194.04
2025-04-08,proj-gamma,EC2,Web,prod,344.68
2025-04-08,proj-alpha,RDS,Web,staging,43.68
2025-04-08,proj-gamma,EKS,Data,staging,76.59
2025-04-08,proj-alpha,RDS,Web,staging,67.07
2025-04-08,proj-beta,Lambda,Web,prod,37.09
2025-04-08,proj-beta,EKS,Web,dev,58.67
2025-04-08,proj-alpha,Lambda,Core,prod,-7.21
2025-04-08,proj-beta,EC2,Data,dev,115.34
2025-04-08,proj-alpha,EKS,Data,prod,139.64
2025-04-08,proj-gamma,RDS,Data,dev,44.63
2025-04-09,proj-beta,EKS,Core,prod,123.84
2025-04-09,proj-gamma,RDS,Core,prod,129.29
2025-04-09,proj-gamma,RDS,Web,prod,145.08
2025-04-09,proj-beta,S3,Data,staging,44.76
2025-04-09,proj-beta,RDS,Web,prod,114.71
2025-04-09,proj-alpha,RDS,Data,prod,130.78
2025-04-09,proj-gamma,EC2,Web,prod,394.66
2025-04-10,proj-beta,S3,Data,prod,62.31
2025-04-10,proj-gamma,EKS,Data,prod,204.06
2025-04-10,proj-beta,RDS,Core,dev,28.24
2025-04-10,proj-beta,EC2,Core,prod,232.98
2025-04-10,proj-beta,Lambda,Web,prod,33.61
2025-04-10,proj-beta,Lambda,Web,prod,2.05
2025-04-10,proj-gamma,EC2,Core,prod,359.17
2025-04-10,proj-gamma,Lambda,Web,prod,37.35
2025-04-10,proj-beta,S3,Web,prod,74.47
2025-04-10,proj-beta,EKS,Core,dev,27.38
2025-04-11,proj-gamma,RDS,Web,prod,67.37
2025-04-11,proj-alpha,RDS,Core,prod,99.51
2025-04-11,proj-alpha,S3,Web,prod,76.35
2025-04-11,proj-beta,EC2,Data,prod,334.87
2025-04-11,proj-gamma,S3,Core,dev,12.24
2025-04-11,proj-beta,S3,Core,prod,68.47
2025-04-12,proj-alpha,Lambda,Data,staging,7.84
2025-04-12,proj-beta,Lambda,Web,dev,-4.42
2025-04-12,proj-alpha,EKS,Core,staging,53.84
2025-04-12,proj-gamma,EKS,Web,prod,179.09
2025-04-12,proj-beta,RDS,Web,staging,65.78
2025-04-12,proj-beta,RDS,Data,prod,147.75
2025-04-12,proj-alpha,RDS,Web,prod,142.36
2025-04-13,proj-beta,S3,Web,prod,76.66
2025-04-13,proj-alpha,Lambda,Web,prod,3.02
2025-04-13,proj-beta,EC2,Web,prod,409.68
2025-04-13,proj-beta,Lambda,Core,prod,31.67
2025-04-13,proj-gamma,EC2,Data,prod,355.77
2025-04-13,proj-beta,Lambda,Data,prod,44.7
2025-04-13,proj-alpha,EC2,Web,prod,355.75
2025-04-14,proj-beta,EKS,Web,prod,102.49
2025-04-14,proj-gamma,RDS,Core,dev,43.42
2025-04-14,proj-beta,Lambda,Data,dev,19.45
2025-04-14,proj-gamma,EC2,Web,prod,300.29
2025-04-14,proj-beta,S3,Data,prod,57.34
2025-04-14,proj-beta,RDS,Web,staging,49.26
2025-04-15,proj-beta,S3,Web,staging,38.81
2025-04-15,proj-gamma,EKS,Core,staging,79.17
2025-04-15,proj-gamma,Lambda,Data,staging,20.06
2025-04-15,proj-gamma,EC2,Web,staging,203.75
2025-04-15,proj-gamma,EC2,Core,prod,393.4
2025-04-15,proj-gamma,EKS,Web,prod,181.43
2025-04-15,proj-alpha,S3,Web,staging,50.04
2025-04-15,proj-alpha,S3,Core,prod,73.57
2025-04-16,proj-gamma,EC2,Data,prod,399.96
2025-04-16,proj-beta,Lambda,Web,dev,2.25
2025-04-16,proj-beta,EKS,Data,staging,53.49
2025-04-16,proj-alpha,RDS,Core,prod,102.58
2025-04-16,proj-beta,S3,Web,prod,109.75
2025-04-16,proj-beta,EKS,Core,prod,51.15
2025-04-16,proj-beta,S3,Core,prod,72.46
2025-04-16,proj-gamma,EC2,Data,prod,377.61
2025-04-16,proj-alpha,Lambda,Data,prod,23.8
2025-04-17,proj-alpha,Lambda,Core,staging,19.06
2025-04-17,proj-alpha,S3,Core,dev,38.03
2025-04-17,proj-gamma,EC2,Core,prod,405.73
2025-04-17,proj-beta,EC2,Web,prod,443.33
2025-04-17,proj-alpha,S3,Core,prod,86.53
2025-04-17,proj-beta,S3,Web,prod,72.11
2025-04-17,proj-beta,EC2,Web,dev,105.94
2025-04-17,proj-gamma,RDS,Web,prod,120.19
2025-04-17,proj-beta,S3,Web,prod,68.69
2025-04-17,proj-beta,EC2,Web,prod,370.51
2025-04-18,proj-alpha,RDS,Data,prod,115.54
2025-04-18,proj-gamma,S3,Web,prod,73.23
2025-04-18,proj-alpha,EKS,Core,prod,184.0
2025-04-18,proj-gamma,RDS,Data,dev,37.09
2025-04-18,proj-gamma,EKS,Data,dev,33.67
2025-04-18,proj-gamma,Lambda,Core,prod,43.34
2025-04-18,proj-beta,S3,Core,dev,20.27
2025-04-18,proj-beta,S3,Data,prod,99.4
2025-04-18,proj-alpha,EKS,Web,staging,38.67
2025-04-18,proj-gamma,EC2,Web,prod,466.26
2025-04-19,proj-gamma,Lambda,Web,staging,22.21
2025-04-19,proj-gamma,EKS,Web,prod,177.78
2025-04-19,proj-beta,RDS,Core,prod,117.66
2025-04-19,proj-alpha,RDS,Web,prod,95.08
2025-04-19,proj-beta,EKS,Core,prod,148.84
2025-04-19,proj-beta,EC2,Data,prod,366.22
2025-04-19,proj-gamma,EKS,Data,prod,176.37
2025-04-19,proj-beta,EC2,Web,staging,174.7
2025-04-20,proj-alpha,RDS,Web,staging,74.05
2025-04-20,proj-gamma,Lambda,Core,prod,48.26
2025-04-20,proj-gamma,EC2,Web,prod,357.3
2025-04-20,proj-beta,EKS,Core,prod,142.71
2025-04-20,proj-gamma,EC2,Web,dev,83.43
2025-04-20,proj-gamma,Lambda,Web,staging,24.58
2025-04-20,proj-gamma,RDS,Web,staging,37.97
2025-04-21,proj-alpha,EKS,Core,dev,28.25
2025-04-21,proj-gamma,RDS,Core,staging,2.74
2025-04-21,proj-beta,S3,Web,prod,79.08
2025-04-21,proj-alpha,EC2,Data,prod,413.6
2025-04-21,proj-gamma,EC2,Data,prod,310.21
2025-04-21,proj-alpha,RDS,Core,dev,38.15
2025-04-21,proj-alpha,RDS,Data,prod,103.54
2025-04-22,proj-gamma,S3,Web,staging,26.83
2025-04-22,proj-beta,Lambda,Web,staging,18.39
2025-04-22,proj-gamma,RDS,Core,dev,29.25
2025-04-22,proj-gamma,RDS,Data,staging,91.03
2025-04-22,proj-beta,EKS,Data,prod,168.26
2025-04-22,proj-alpha,EKS,Data,prod,186.6
2025-04-22,proj-gamma,EKS,Core,staging,65.27
2025-04-23,proj-alpha,S3,Core,prod,70.89
2025-04-23,proj-alpha,S3,Data,prod,65.94
2025-04-23,proj-gamma,RDS,Core,dev,37.67
2025-04-23,proj-beta,EKS,Data,prod,130.31
2025-04-23,proj-beta,Lambda,Data,prod,5.38
2025-04-23,proj-alpha,EKS,Core,dev,51.96
2025-04-23,proj-gamma,EKS,Core,prod,153.96
2025-04-23,proj-alpha,EKS,Data,prod,156.11
2025-04-23,proj-alpha,EC2,Data,prod,317.64
2025-04-24,proj-alpha,EKS,Web,prod,190.31
2025-04-24,proj-gamma,S3,Data,prod,77.27
2025-04-24,proj-alpha,Lambda,Core,staging,15.26
2025-04-24,proj-gamma,RDS,Core,prod,102.88
2025-04-24,proj-alpha,RDS,Data,dev,11.79
2025-04-24,proj-beta,EKS,Core,dev,42.81
2025-04-25,proj-beta,EKS,Core,dev,56.77
2025-04-25,proj-gamma,EC2,Core,prod,338.95
2025-04-25,proj-alpha,RDS,Web,staging,59.79
2025-04-25,proj-alpha,EKS,Core,staging,98.95
2025-04-25,proj-gamma,Lambda,Data,prod,8.51
2025-04-25,proj-alpha,Lambda,Data,prod,47.03
2025-04-26,proj-beta,Lambda,Web,prod,12.77
2025-04-26,proj-gamma,S3,Web,dev,17.53
2025-04-26,proj-beta,EC2,Core,dev,107.36
2025-04-26,proj-gamma,S3,Core,prod,86.52
2025-04-26,proj-gamma,EC2,Data,staging,195.39
2025-04-26,proj-alpha,S3,Web,prod,84.31
2025-04-27,proj-alpha,EC2,Web,staging,180.19
2025-04-27,proj-beta,Lambda,Web,prod,7.72
2025-04-27,proj-gamma,Lambda,Data,prod,32.25
2025-04-27,proj-gamma,S3,Web,prod,98.08
2025-04-27,proj-beta,RDS,Web,prod,123.73
2025-04-27,proj-alpha,EKS,Web,dev,42.36
2025-04-27,proj-alpha,S3,Data,prod,42.59
2025-04-27,proj-alpha,EKS,Data,dev,13.56
2025-04-27,proj-beta,EC2,Data,staging,220.61
2025-04-27,proj-alpha,EC2,Data,prod,292.74
2025-04-28,proj-alpha,EKS,Core,staging,62.72
2025-04-28,proj-beta,S3,Data,prod,39.26
2025-04-28,proj-beta,EKS,Web,prod,160.19
2025-04-28,proj-beta,EKS,Data,prod,172.8
2025-04-28,proj-gamma,EKS,Core,staging,48.68
2025-04-28,proj-alpha,S3,Core,staging,33.71
2025-04-28,proj-gamma,S3,Web,staging,38.05
2025-04-28,proj-gamma,RDS,Data,prod,162.22
2025-04-28,proj-beta,RDS,Web,prod,125.07
2025-04-28,proj-beta,S3,Data,prod,84.43
2025-04-29,proj-beta,Lambda,Data,prod,32.97
2025-04-29,proj-alpha,RDS,Web,dev,42.3
2025-04-29,proj-gamma,EKS,Web,prod,137.45
2025-04-29,proj-beta,EC2,Web,prod,524.47
2025-04-29,proj-gamma,S3,Data,dev,26.39
2025-04-29,proj-gamma,Lambda,Core,prod,26.16
2025-04-29,proj-gamma,S3,Core,prod,74.43
2025-04-29,proj-beta,S3,Web,prod,74.88
2025-04-29,proj-beta,RDS,Web,dev,38.8
2025-04-30,proj-gamma,EC2,Web,prod,357.08
2025-04-30,proj-alpha,EC2,Core,prod,340.27
2025-04-30,proj-alpha,RDS,Core,prod,111.93
2025-04-30,proj-beta,S3,Web,prod,93.86
2025-04-30,proj-alpha,RDS,Core,prod,95.5
2025-04-30,proj-beta,Lambda,Data,prod,32.47
2025-04-30,proj-gamma,S3,Data,prod,99.01
2025-04-30,proj-gamma,S3,Core,prod,66.06
2025-04-30,proj-alpha,Lambda,Web,prod,18.24
2025-04-30,proj-gamma,Lambda,Web,prod,15.53
2025-05-01,proj-gamma,S3,Core,staging,44.16
2025-05-01,proj-alpha,EKS,Core,staging,76.96
2025-05-01,proj-alpha,EKS,Data,prod,116.7
2025-05-01,proj-alpha,EC2,Web,staging,149.12
2025-05-01,proj-beta,EKS,Web,prod,167.66
2025-05-01,proj-beta,EC2,Data,dev,133.55
2025-05-01,proj-gamma,RDS,Data,dev,44.12
2025-05-01,proj-beta,EC2,Core,prod,401.93
2025-05-02,proj-gamma,EKS,Core,prod,107.45
2025-05-02,proj-gamma,S3,Web,prod,91.94
2025-05-02,proj-gamma,EC2,Data,prod,445.68
2025-05-02,proj-beta,EC2,Web,dev,168.23
2025-05-02,proj-beta,S3,Data,staging,47.24
2025-05-02,proj-alpha,Lambda,Data,dev,1.58
2025-05-02,proj-alpha,EKS,Data,dev,39.31
2025-05-02,proj-alpha,S3,Web,prod,83.67
2025-05-03,proj-beta,RDS,Core,prod,101.25
2025-05-03,proj-gamma,EKS,Web,prod,136.35
2025-05-03,proj-gamma,EC2,Core,dev,138.49
2025-05-03,proj-gamma,EC2,Web,prod,417.76
2025-05-03,proj-beta,EKS,Core,dev,31.76
2025-05-03,proj-beta,EKS,Core,staging,97.55
2025-05-03,proj-beta,EKS,Data,prod,221.19
2025-05-03,proj-gamma,EKS,Data,staging,61.29
2025-05-03,proj-alpha,RDS,Web,prod,125.28
2025-05-04,proj-beta,RDS,Data,prod,121.2
2025-05-04,proj-beta,EC2,Web,dev,85.85
2025-05-04,proj-gamma,EC2,Core,staging,156.39
2025-05-04,proj-alpha,S3,Core,prod,55.04
2025-05-04,proj-alpha,S3,Web,staging,32.05
2025-05-04,proj-alpha,EC2,Core,staging,215.74
2025-05-04,proj-gamma,RDS,Web,prod,150.32
2025-05-05,proj-gamma,EKS,Web,dev,40.21
2025-05-05,proj-gamma,EC2,Web,prod,385.28
2025-05-05,proj-gamma,S3,Core,dev,25.68
2025-05-05,proj-alpha,S3,Core,staging,37.94
2025-05-05,proj-alpha,EC2,Data,staging,179.42
2025-05-05,proj-alpha,S3,Core,staging,52.78
2025-05-05,proj-beta,RDS,Web,prod,73.57
2025-05-05,proj-beta,S3,Web,dev,9.23
2025-05-05,proj-gamma,S3,Data,prod,57.32
2025-05-05,proj-gamma,Lambda,Core,prod,21.12
2025-05-06,proj-alpha,EC2,Core,dev,102.26
2025-05-06,proj-beta,S3,Web,prod,107.12
2025-05-06,proj-alpha,EC2,Web,staging,156.7
2025-05-06,proj-alpha,S3,Data,staging,54.15
2025-05-06,proj-alpha,S3,Data,prod,76.24
