date,account_id,service,team,env,cost_usd
2025-03-09,333333333333,EKS,Web,prod,133.21
2025-03-09,222222222222,EC2,Data,prod,353.5
2025-03-09,111111111111,EKS,Web,prod,115.3
2025-03-09,333333333333,EC2,Web,prod,481.61
2025-03-09,333333333333,Lambda,Web,prod,30.62
2025-03-09,111111111111,Lambda,Data,prod,26.23
2025-03-09,333333333333,Lambda,Data,prod,29.82
2025-03-09,333333333333,S3,Core,prod,78.94
2025-03-09,333333333333,EC2,Core,prod,283.76
2025-03-09,222222222222,EKS,Core,prod,173.92
2025-03-10,222222222222,Lambda,Web,dev,5.78
2025-03-10,333333333333,EC2,Web,prod,429.14
2025-03-10,111111111111,Lambda,Data,dev,15.34
2025-03-10,222222222222,Lambda,Data,prod,44.75
2025-03-10,111111111111,EKS,Web,prod,198.88
2025-03-10,222222222222,RDS,Web,prod,158.82
2025-03-10,111111111111,RDS,Web,prod,142.11
2025-03-11,222222222222,S3,Web,staging,34.63
2025-03-11,222222222222,EKS,Data,prod,89.41
2025-03-11,333333333333,RDS,Data,prod,165.83
2025-03-11,333333333333,Lambda,Data,dev,9.79
2025-03-11,222222222222,RDS,Core,prod,83.51
2025-03-11,222222222222,EC2,Data,dev,116.47
2025-03-11,333333333333,RDS,Web,prod,151.12
2025-03-11,111111111111,Lambda,Data,dev,0.65
2025-03-12,111111111111,EC2,Web,staging,203.53
2025-03-12,111111111111,S3,Core,staging,30.62
2025-03-12,333333333333,S3,Web,prod,74.16
2025-03-12,111111111111,EKS,Data,staging,109.64
2025-03-12,111111111111,S3,Core,dev,5.76
2025-03-12,111111111111,EKS,Web,dev,32.16
2025-03-12,222222222222,EKS,Web,prod,133.62
2025-03-12,222222222222,RDS,Data,prod,125.36
2025-03-13,333333333333,Lambda,Core,prod,25.91
2025-03-13,333333333333,EC2,Core,prod,374.7
2025-03-13,111111111111,EC2,Data,staging,223.01
2025-03-13,111111111111,RDS,Core,prod,55.61
2025-03-13,333333333333,Lambda,Core,dev,13.06
2025-03-13,222222222222,RDS,Data,dev,37.18
2025-03-14,333333333333,EKS,Core,staging,103.62
2025-03-14,222222222222,RDS,Core,staging,70.46
2025-03-14,222222222222,S3,Web,prod,80.96
2025-03-14,222222222222,S3,Core,staging,47.86
2025-03-14,222222222222,Lambda,Web,staging,24.29
2025-03-14,111111111111,Lambda,Web,dev,-11.19
2025-03-14,222222222222,Lambda,Data,prod,10.22
2025-03-14,333333333333,EC2,Core,dev,97.36
2025-03-14,222222222222,RDS,Core,prod,83.56
2025-03-14,222222222222,S3,Data,staging,78.99
2025-03-15,222222222222,Lambda,Web,prod,17.97
2025-03-15,222222222222,RDS,Web,prod,70.26
2025-03-15,333333333333,EC2,Data,prod,365.0
2025-03-15,222222222222,Lambda,Web,staging,-0.73
2025-03-15,333333333333,EC2,Web,dev,101.47
2025-03-15,222222222222,RDS,Web,prod,134.33
2025-03-15,111111111111,EKS,Core,prod,104.02
2025-03-15,333333333333,RDS,Data,staging,53.06
2025-03-16,333333333333,S3,Core,staging,28.88
2025-03-16,333333333333,EC2,Web,prod,363.95
2025-03-16,333333333333,RDS,Core,dev,40.39
2025-03-16,111111111111,EC2,Web,dev,149.63
2025-03-16,111111111111,Lambda,Web,prod,28.43
2025-03-16,222222222222,Lambda,Data,prod,60.02
2025-03-16,111111111111,Lambda,Data,prod,5.31
2025-03-16,333333333333,EKS,Core,prod,200.93
2025-03-16,333333333333,EKS,Data,prod,93.21
2025-03-17,222222222222,RDS,Web,prod,131.79
2025-03-17,222222222222,EC2,Web,prod,335.57
2025-03-17,111111111111,EC2,Data,prod,330.22
2025-03-17,111111111111,Lambda,Core,dev,16.72
2025-03-17,111111111111,EKS,Core,prod,181.56
2025-03-17,111111111111,S3,Web,dev,17.18
2025-03-17,333333333333,EKS,Data,dev,2.16
2025-03-17,222222222222,EKS,Data,prod,59.58
2025-03-17,333333333333,Lambda,Core,staging,17.12
2025-03-17,222222222222,EC2,Core,dev,123.52
2025-03-18,333333333333,S3,Web,dev,32.73
2025-03-18,111111111111,EC2,Data,prod,330.14
2025-03-18,333333333333,Lambda,Data,prod,27.67
2025-03-18,111111111111,S3,Data,prod,95.72
2025-03-18,222222222222,S3,Web,staging,25.52
2025-03-18,111111111111,EKS,Web,staging,52.01
2025-03-18,111111111111,S3,Core,prod,80.2
2025-03-18,333333333333,EC2,Data,prod,386.16
2025-03-18,333333333333,EC2,Core,staging,220.96
2025-03-19,222222222222,S3,Web,prod,97.53
2025-03-19,111111111111,S3,Web,dev,29.85
2025-03-19,111111111111,Lambda,Data,prod,35.99
2025-03-19,333333333333,RDS,Core,prod,93.17
2025-03-19,111111111111,Lambda,Core,prod,10.81
2025-03-19,222222222222,EC2,Web,dev,143.55
2025-03-19,333333333333,S3,Web,staging,34.45
2025-03-19,333333333333,EKS,Core,dev,31.27
2025-03-19,333333333333,EKS,Web,prod,180.67
2025-03-20,222222222222,S3,Data,prod,110.94
2025-03-20,333333333333,EKS,Core,staging,95.77
2025-03-20,222222222222,S3,Data,dev,25.2
2025-03-20,333333333333,EKS,Data,prod,147.09
2025-03-20,111111111111,EKS,Core,prod,121.85
2025-03-20,222222222222,EC2,Data,staging,214.26
2025-03-20,111111111111,Lambda,Web,staging,31.78
2025-03-20,111111111111,RDS,Data,staging,57.36
2025-03-20,333333333333,EC2,Core,prod,342.77
2025-03-21,333333333333,Lambda,Core,prod,31.96
2025-03-21,222222222222,RDS,Core,prod,129.17
2025-03-21,111111111111,EC2,Web,dev,118.12
2025-03-21,222222222222,S3,Web,prod,46.08
2025-03-21,111111111111,EKS,Core,prod,154.42
2025-03-21,222222222222,EKS,Data,prod,96.76
2025-03-21,222222222222,RDS,Data,prod,186.7
2025-03-21,222222222222,EKS,Core,staging,74.88
2025-03-21,333333333333,EKS,Data,dev,23.23
2025-03-21,222222222222,RDS,Data,prod,134.49
2025-03-22,333333333333,S3,Core,prod,43.2
2025-03-22,333333333333,Lambda,Web,prod,5.7
2025-03-22,111111111111,S3,Data,prod,64.39
2025-03-22,333333333333,S3,Data,prod,98.32
2025-03-22,333333333333,RDS,Data,staging,36.39
2025-03-22,222222222222,EKS,Data,prod,120.01
2025-03-22,222222222222,S3,Core,staging,9.44
2025-03-23,111111111111,Lambda,Web,dev,10.4
2025-03-23,333333333333,EC2,Core,dev,105.08
2025-03-23,333333333333,EC2,Core,prod,428.62
2025-03-23,333333333333,S3,Core,staging,40.98
2025-03-23,111111111111,S3,Web,prod,59.82
2025-03-23,111111111111,Lambda,Web,staging,4.21
2025-03-23,333333333333,EKS,Web,prod,136.61
2025-03-23,111111111111,Lambda,Web,prod,35.03
2025-03-23,111111111111,Lambda,Web,prod,15.22
2025-03-24,111111111111,Lambda,Web,staging,17.82
2025-03-24,111111111111,EC2,Core,prod,258.72
2025-03-24,111111111111,S3,Web,prod,99.69
2025-03-24,222222222222,RDS,Data,prod,147.24
2025-03-24,222222222222,EKS,Web,prod,174.01
2025-03-24,333333333333,S3,Data,staging,65.4
2025-03-24,111111111111,EC2,Core,prod,335.55
2025-03-24,222222222222,Lambda,Data,prod,25.18
2025-03-25,333333333333,S3,Core,prod,77.83
2025-03-25,222222222222,RDS,Web,dev,33.08
2025-03-25,111111111111,Lambda,Core,prod,33.29
2025-03-25,333333333333,Lambda,Data,prod,26.97
2025-03-25,111111111111,RDS,Web,prod,84.06
2025-03-25,111111111111,S3,Data,prod,121.99
2025-03-26,333333333333,S3,Web,staging,32.18
2025-03-26,111111111111,RDS,Core,prod,105.66
2025-03-26,333333333333,EKS,Web,dev,47.8
2025-03-26,222222222222,EKS,Web,prod,87.57
2025-03-26,333333333333,EC2,Web,staging,181.62
2025-03-26,222222222222,EC2,Core,prod,323.01
2025-03-26,111111111111,RDS,Web,staging,86.36
2025-03-27,222222222222,RDS,Core,prod,81.19
2025-03-27,222222222222,EKS,Core,prod,153.35
2025-03-27,222222222222,EKS,Core,staging,77.43
2025-03-27,333333333333,EKS,Core,staging,87.54
2025-03-27,222222222222,S3,Web,prod,97.61
2025-03-27,222222222222,S3,Data,staging,29.32
2025-03-27,333333333333,S3,Web,prod,72.33
2025-03-27,222222222222,EC2,Core,prod,275.63
2025-03-27,222222222222,EKS,Data,staging,91.28
2025-03-27,111111111111,S3,Core,prod,79.4
2025-03-28,333333333333,Lambda,Web,prod,30.1
2025-03-28,111111111111,EC2,Data,prod,351.14
2025-03-28,333333333333,Lambda,Data,staging,18.04
2025-03-28,111111111111,RDS,Data,prod,136.62
2025-03-28,111111111111,Lambda,Core,prod,19.48
2025-03-28,111111111111,EKS,Core,prod,194.71
2025-03-28,222222222222,RDS,Data,prod,109.94
2025-03-28,111111111111,EKS,Data,prod,132.33
2025-03-28,222222222222,EC2,Data,prod,400.57
2025-03-29,333333333333,EKS,Web,prod,153.75
2025-03-29,222222222222,EC2,Core,prod,372.71
2025-03-29,222222222222,RDS,Web,prod,83.05
2025-03-29,222222222222,EKS,Data,prod,197.9
2025-03-29,333333333333,Lambda,Core,prod,55.26
2025-03-29,333333333333,S3,Data,prod,99.65
2025-03-29,222222222222,RDS,Data,staging,55.07
2025-03-30,333333333333,S3,Data,prod,99.02
2025-03-30,222222222222,RDS,Core,dev,30.34
2025-03-30,111111111111,Lambda,Web,prod,40.61
2025-03-30,333333333333,EC2,Web,prod,425.24
2025-03-30,333333333333,S3,Data,staging,29.86
2025-03-30,333333333333,EC2,Data,staging,150.87
2025-03-30,111111111111,RDS,Core,prod,126.44
2025-03-30,111111111111,EKS,Data,prod,108.76
2025-03-30,333333333333,EKS,Web,prod,109.07
2025-03-31,333333333333,EKS,Web,prod,126.3
2025-03-31,222222222222,Lambda,Web,prod,22.6
2025-03-31,111111111111,EC2,Core,staging,188.0
2025-03-31,222222222222,S3,Web,prod,138.65
2025-03-31,333333333333,EKS,Data,dev,36.58
2025-03-31,222222222222,EC2,Core,prod,364.55
2025-03-31,111111111111,Lambda,Web,prod,20.79
2025-03-31,333333333333,Lambda,Core,prod,38.76
2025-03-31,222222222222,EKS,Web,prod,242.71
2025-03-31,333333333333,S3,Data,dev,37.57
2025-04-01,111111111111,RDS,Data,dev,38.87
2025-04-01,111111111111,EC2,Web,prod,332.45
2025-04-01,222222222222,RDS,Data,staging,75.15
2025-04-01,333333333333,EKS,Data,prod,87.66
2025-04-01,222222222222,EKS,Data,prod,78.77
2025-04-01,111111111111,EC2,Core,staging,202.28
2025-04-01,333333333333,EC2,Web,staging,171.51
2025-04-01,333333333333,S3,Web,prod,74.88
2025-04-01,111111111111,RDS,Web,prod,171.22
2025-04-02,111111111111,EKS,Web,prod,148.02
2025-04-02,333333333333,EKS,Data,prod,172.51
2025-04-02,333333333333,S3,Data,prod,84.93
2025-04-02,222222222222,EC2,Web,prod,420.18
2025-04-02,222222222222,EC2,Web,prod,421.7
2025-04-02,333333333333,S3,Data,prod,88.0
2025-04-02,222222222222,EC2,Data,staging,171.33
2025-04-02,222222222222,Lambda,Web,prod,10.2
2025-04-02,222222222222,Lambda,Data,prod,12.63
2025-04-03,222222222222,EKS,Web,prod,153.71
2025-04-03,333333333333,RDS,Web,prod,131.91
2025-04-03,333333333333,S3,Data,prod,63.68
2025-04-03,222222222222,EC2,Core,prod,462.15
2025-04-03,111111111111,Lambda,Data,prod,26.87
2025-04-03,111111111111,Lambda,Data,prod,3.58
2025-04-03,222222222222,Lambda,Web,dev,14.55
2025-04-03,111111111111,Lambda,Core,prod,30.06
2025-04-04,111111111111,RDS,Data,prod,130.89
2025-04-04,222222222222,EC2,Data,prod,280.74
2025-04-04,222222222222,Lambda,Web,staging,19.42
2025-04-04,222222222222,EKS,Data,staging,53.22
2025-04-04,222222222222,EKS,Core,prod,77.28
2025-04-04,111111111111,S3,Data,prod,73.81
2025-04-04,111111111111,Lambda,Data,prod,29.39
2025-04-05,333333333333,EKS,Web,prod,196.58
2025-04-05,333333333333,EC2,Data,staging,130.9
2025-04-05,222222222222,Lambda,Core,staging,17.75
2025-04-05,222222222222,Lambda,Core,dev,1.13
2025-04-05,111111111111,S3,Data,dev,28.38
2025-04-05,111111111111,EKS,Data,prod,166.47
2025-04-05,111111111111,EKS,Core,staging,68.53
2025-04-05,111111111111,S3,Web,prod,81.5
2025-04-05,222222222222,Lambda,Web,prod,26.53
2025-04-06,111111111111,S3,Core,staging,51.75
2025-04-06,333333333333,RDS,Web,prod,60.15
2025-04-06,333333333333,S3,Data,dev,30.47
2025-04-06,222222222222,RDS,Web,prod,67.19
2025-04-06,333333333333,EC2,Core,dev,100.61
2025-04-06,222222222222,EC2,Data,staging,143.7
2025-04-06,111111111111,S3,Core,prod,71.6
2025-04-06,222222222222,S3,Web,prod,95.02
2025-04-06,111111111111,Lambda,Web,prod,22.2
2025-04-06,222222222222,EKS,Data,prod,108.16
2025-04-07,222222222222,Lambda,Web,prod,10.52
2025-04-07,222222222222,EKS,Data,prod,104.76
2025-04-07,111111111111,EC2,Web,dev,114.44
2025-04-07,333333333333,RDS,Core,staging,58.62
2025-04-07,222222222222,S3,Data,staging,43.31
2025-04-07,222222222222,RDS,Data,staging,28.1
2025-04-08,333333333333,Lambda,Core,prod,33.52
2025-04-08,222222222222,RDS,Web,staging,29.55
2025-04-08,111111111111,EC2,Web,staging,224.46
2025-04-08,222222222222,EC2,Core,dev,118.28
2025-04-08,111111111111,EKS,Data,prod,132.26
2025-04-08,222222222222,S3,Web,dev,17.48
2025-04-08,333333333333,RDS,Core,dev,23.49
2025-04-08,222222222222,EC2,Web,prod,285.53
2025-04-09,222222222222,S3,Core,prod,70.69
2025-04-09,222222222222,S3,Data,staging,47.4
2025-04-09,333333333333,EC2,Core,prod,401.16
2025-04-09,111111111111,S3,Web,prod,103.01
2025-04-09,333333333333,EKS,Core,prod,156.86
2025-04-09,222222222222,EC2,Data,staging,216.56
2025-04-10,111111111111,S3,Data,prod,84.62
2025-04-10,111111111111,EC2,Data,prod,412.05
2025-04-10,222222222222,S3,Data,staging,34.75
2025-04-10,111111111111,S3,Core,prod,83.75
2025-04-10,111111111111,Lambda,Web,prod,25.2
2025-04-10,222222222222,S3,Web,staging,37.48
2025-04-10,222222222222,Lambda,Web,prod,39.93
2025-04-10,111111111111,EC2,Core,prod,393.36
2025-04-10,111111111111,Lambda,Web,prod,31.15
2025-04-11,222222222222,S3,Core,prod,104.64
2025-04-11,111111111111,S3,Web,prod,92.9
2025-04-11,333333333333,Lambda,Data,staging,13.5
2025-04-11,333333333333,EC2,Web,dev,129.37
2025-04-11,111111111111,Lambda,Web,prod,6.16
2025-04-11,333333333333,EKS,Data,prod,155.7
2025-04-11,111111111111,EKS,Data,prod,170.0
2025-04-11,222222222222,Lambda,Core,prod,15.14
2025-04-11,111111111111,RDS,Data,prod,118.62
2025-04-12,222222222222,RDS,Web,staging,41.96
2025-04-12,222222222222,EC2,Core,prod,240.34
2025-04-12,111111111111,RDS,Core,prod,75.66
2025-04-12,111111111111,EKS,Web,prod,154.59
2025-04-12,333333333333,Lambda,Data,prod,17.66
2025-04-12,222222222222,EC2,Web,prod,359.79
2025-04-12,333333333333,S3,Data,prod,87.64
2025-04-12,111111111111,Lambda,Core,dev,-5.75
2025-04-12,111111111111,Lambda,Data,prod,14.81
2025-04-12,333333333333,EC2,Data,staging,213.58
2025-04-13,111111111111,S3,Core,dev,29.52
2025-04-13,111111111111,EKS,Web,prod,160.28
2025-04-13,222222222222,S3,Core,prod,98.26
2025-04-13,111111111111,EC2,Core,prod,393.45
2025-04-13,222222222222,Lambda,Web,staging,8.32
2025-04-13,333333333333,RDS,Core,prod,104.54
2025-04-13,333333333333,RDS,Web,dev,40.82
2025-04-14,222222222222,EKS,Data,prod,127.98
2025-04-14,222222222222,Lambda,Web,prod,37.8
2025-04-14,222222222222,Lambda,Data,prod,15.5
2025-04-14,333333333333,S3,Data,prod,41.78
2025-04-14,111111111111,Lambda,Web,staging,19.64
2025-04-14,111111111111,Lambda,Core,prod,23.73
2025-04-15,111111111111,EC2,Data,prod,349.68
2025-04-15,111111111111,S3,Core,prod,84.16
2025-04-15,333333333333,EKS,Core,prod,116.03
2025-04-15,222222222222,RDS,Data,staging,35.02
2025-04-15,333333333333,RDS,Core,prod,85.81
2025-04-15,111111111111,S3,Core,staging,54.34
2025-04-16,222222222222,EC2,Data,staging,139.5
2025-04-16,222222222222,RDS,Core,prod,82.21
2025-04-16,111111111111,RDS,Core,prod,105.64
2025-04-16,222222222222,Lambda,Core,prod,42.59
2025-04-16,333333333333,EKS,Core,staging,68.01
2025-04-16,333333333333,S3,Core,prod,99.19
2025-04-17,111111111111,S3,Web,prod,50.17
2025-04-17,333333333333,EC2,Data,prod,417.55
2025-04-17,333333333333,EKS,Web,staging,55.76
2025-04-17,111111111111,S3,Web,dev,16.27
2025-04-17,222222222222,EKS,Core,dev,41.57
2025-04-17,111111111111,RDS,Core,prod,140.24
2025-04-17,111111111111,Lambda,Data,staging,24.57
2025-04-17,222222222222,EKS,Web,prod,195.88
2025-04-17,111111111111,Lambda,Core,prod,11.36
2025-04-18,111111111111,Lambda,Web,prod,26.03
2025-04-18,333333333333,S3,Core,prod,77.94
2025-04-18,222222222222,EKS,Web,staging,59.18
2025-04-18,222222222222,RDS,Data,prod,111.82
2025-04-18,111111111111,S3,Core,staging,24.8
2025-04-18,333333333333,EC2,Core,prod,331.71
2025-04-18,222222222222,EKS,Data,prod,146.27
2025-04-18,333333333333,RDS,Core,prod,124.7
2025-04-18,222222222222,RDS,Core,prod,133.94
2025-04-19,333333333333,Lambda,Core,prod,21.74
2025-04-19,222222222222,S3,Core,staging,42.23
2025-04-19,222222222222,EKS,Web,prod,114.07
2025-04-19,222222222222,RDS,Core,prod,95.78
2025-04-19,222222222222,EKS,Web,staging,102.01
2025-04-19,111111111111,EC2,Data,prod,500.74
2025-04-19,111111111111,EC2,Core,prod,318.72
2025-04-19,111111111111,S3,Core,staging,22.02
2025-04-20,333333333333,EC2,Web,prod,333.74
2025-04-20,111111111111,EC2,Core,prod,315.73
2025-04-20,333333333333,EKS,Core,prod,108.07
2025-04-20,222222222222,EC2,Core,dev,119.96
2025-04-20,111111111111,S3,Web,prod,71.55
2025-04-20,333333333333,EKS,Data,prod,111.84
2025-04-20,333333333333,EKS,Core,prod,197.16
2025-04-20,111111111111,RDS,Data,prod,81.28
2025-04-21,111111111111,Lambda,Web,prod,25.48
2025-04-21,333333333333,RDS,Data,prod,145.04
2025-04-21,333333333333,EKS,Core,prod,44.68
2025-04-21,222222222222,S3,Data,prod,103.46
2025-04-21,333333333333,S3,Web,dev,17.92
2025-04-21,333333333333,EC2,Data,staging,207.17
2025-04-21,222222222222,EKS,Web,staging,41.77
2025-04-22,333333333333,Lambda,Data,prod,25.33
2025-04-22,111111111111,EC2,Data,prod,266.26
2025-04-22,111111111111,RDS,Core,staging,53.91
2025-04-22,222222222222,Lambda,Data,staging,6.14
2025-04-22,111111111111,S3,Core,prod,82.75
2025-04-22,111111111111,RDS,Web,staging,52.16
2025-04-22,333333333333,EC2,Core,prod,370.17
2025-04-22,222222222222,RDS,Core,prod,134.31
2025-04-23,222222222222,RDS,Web,prod,128.88
2025-04-23,333333333333,RDS,Web,prod,45.62
2025-04-23,333333333333,S3,Data,prod,85.42
2025-04-23,111111111111,EKS,Core,prod,153.11
2025-04-23,111111111111,Lambda,Core,prod,39.1
2025-04-23,222222222222,EC2,Data,dev,120.63
2025-04-23,111111111111,S3,Data,staging,25.08
2025-04-23,222222222222,EC2,Core,prod,458.46
2025-04-23,333333333333,S3,Core,staging,36.59
2025-04-23,222222222222,EC2,Data,staging,228.29
2025-04-24,333333333333,EC2,Data,prod,325.62
2025-04-24,111111111111,S3,Web,dev,28.94
2025-04-24,333333333333,EKS,Web,prod,108.62
2025-04-24,333333333333,Lambda,Web,dev,9.94
2025-04-24,333333333333,RDS,Core,staging,61.22
2025-04-24,111111111111,EKS,Data,staging,97.36
2025-04-24,222222222222,S3,Core,staging,34.21
2025-04-24,333333333333,Lambda,Data,staging,4.92
2025-04-24,333333333333,EC2,Core,prod,285.08
2025-04-25,111111111111,Lambda,Core,dev,-1.35
2025-04-25,111111111111,RDS,Web,prod,113.75
2025-04-25,222222222222,RDS,Core,prod,102.6
2025-04-25,111111111111,RDS,Data,prod,116.4
2025-04-25,111111111111,S3,Web,prod,83.97
2025-04-25,222222222222,EC2,Web,prod,378.23
2025-04-25,222222222222,EKS,Web,prod,154.56
2025-04-25,111111111111,EKS,Data,dev,44.19
2025-04-25,222222222222,Lambda,Data,prod,47.32
2025-04-25,222222222222,Lambda,Web,staging,15.21
2025-04-26,111111111111,EKS,Core,staging,76.25
2025-04-26,111111111111,RDS,Core,prod,110.76
2025-04-26,111111111111,EC2,Data,prod,427.82
2025-04-26,222222222222,S3,Web,prod,58.12
2025-04-26,111111111111,RDS,Web,dev,11.79
2025-04-26,222222222222,EC2,Data,dev,141.61
2025-04-26,111111111111,Lambda,Data,prod,26.24
2025-04-27,222222222222,S3,Core,prod,105.87
2025-04-27,333333333333,Lambda,Data,staging,11.03
2025-04-27,222222222222,S3,Core,prod,41.98
2025-04-27,333333333333,Lambda,Data,prod,15.96
2025-04-27,222222222222,EC2,Data,prod,290.67
2025-04-27,333333333333,Lambda,Data,prod,28.98
2025-04-28,111111111111,S3,Web,prod,40.01
2025-04-28,111111111111,EKS,Core,prod,134.69
2025-04-28,222222222222,EKS,Data,dev,30.01
2025-04-28,222222222222,EC2,Web,prod,344.4
2025-04-28,111111111111,RDS,Data,prod,111.93
2025-04-28,222222222222,EC2,Data,prod,415.14
2025-04-29,111111111111,RDS,Web,prod,129.29
2025-04-29,333333333333,EC2,Core,staging,192.15
2025-04-29,333333333333,EKS,Web,prod,134.69
2025-04-29,111111111111,EKS,Web,prod,122.86
2025-04-29,333333333333,EKS,Web,dev,28.29
2025-04-29,222222222222,RDS,Core,prod,131.33
2025-04-29,333333333333,EC2,Web,prod,351.24
2025-04-29,333333333333,Lambda,Web,dev,-5.18
2025-04-30,111111111111,EKS,Core,dev,40.09
2025-04-30,111111111111,S3,Core,prod,50.6
2025-04-30,222222222222,EC2,Web,prod,367.15
2025-04-30,333333333333,S3,Web,prod,60.2
2025-04-30,333333333333,EC2,Core,prod,437.83
2025-04-30,222222222222,Lambda,Data,staging,0.68
2025-04-30,333333333333,EKS,Core,staging,68.08
2025-05-01,333333333333,Lambda,Data,prod,24.33
2025-05-01,111111111111,S3,Web,prod,70.04
2025-05-01,111111111111,EC2,Web,staging,163.27
2025-05-01,222222222222,Lambda,Data,dev,4.43
2025-05-01,222222222222,EKS,Web,prod,83.44
2025-05-01,333333333333,EKS,Core,prod,120.39
2025-05-01,222222222222,S3,Web,prod,57.68
2025-05-01,333333333333,EKS,Core,prod,131.16
2025-05-01,222222222222,S3,Core,staging,42.53
2025-05-01,222222222222,RDS,Core,prod,61.48
2025-05-02,222222222222,RDS,Data,staging,55.03
2025-05-02,333333333333,EC2,Core,prod,424.86
2025-05-02,333333333333,EKS,Data,prod,133.86
2025-05-02,222222222222,Lambda,Web,prod,21.52
2025-05-02,222222222222,S3,Data,staging,35.4
2025-05-02,333333333333,RDS,Core,prod,101.85
2025-05-02,111111111111,EC2,Data,staging,196.44
2025-05-02,222222222222,S3,Web,dev,27.79
2025-05-03,111111111111,S3,Core,staging,35.19
2025-05-03,111111111111,EC2,Data,prod,399.85
2025-05-03,222222222222,S3,Data,prod,59.35
2025-05-03,222222222222,Lambda,Data,prod,7.81
2025-05-03,111111111111,EC2,Core,prod,478.41
2025-05-03,333333333333,EKS,Core,dev,42.56
2025-05-04,333333333333,Lambda,Data,prod,23.29
2025-05-04,222222222222,EC2,Data,prod,330.52
2025-05-04,111111111111,S3,Web,staging,35.85
2025-05-04,111111111111,S3,Web,prod,52.99
2025-05-04,111111111111,RDS,Web,prod,136.08
2025-05-04,111111111111,EC2,Data,dev,125.89
2025-05-04,333333333333,S3,Web,staging,44.01
2025-05-04,111111111111,RDS,Web,staging,63.83
2025-05-04,222222222222,RDS,Data,dev,48.94
2025-05-05,222222222222,RDS,Core,prod,101.11
2025-05-05,333333333333,Lambda,Web,prod,31.35
2025-05-05,111111111111,EC2,Web,dev,97.7
2025-05-05,222222222222,Lambda,Web,prod,15.17
2025-05-05,222222222222,RDS,Web,prod,160.67
2025-05-05,111111111111,RDS,Data,prod,96.28
2025-05-05,222222222222,RDS,Web,staging,69.8
2025-05-05,333333333333,RDS,Core,prod,168.98
2025-05-06,111111111111,Lambda,Data,staging,7.08
2025-05-06,333333333333,S3,Web,prod,95.45
2025-05-06,222222222222,RDS,Data,dev,29.81
2025-05-06,222222222222,EKS,Web,prod,154.64
2025-05-06,333333333333,Lambda,Core,prod,-0.11
2025-05-06,333333333333,S3,Web,prod,70.49
2025-05-06,222222222222,RDS,Web,prod,122.34
2025-05-07,333333333333,Lambda,Core,prod,34.13
2025-05-07,222222222222,S3,Web,prod,90.01
2025-05-07,333333333333,S3,Web,dev,30.58
2025-05-07,333333333333,EC2,Core,prod,360.22
2025-05-07,333333333333,RDS,Data,staging,47.45
2025-05-07,222222222222,RDS,Data,prod,152.96
2025-05-07,222222222222,EC2,Data,prod,488.88
2025-05-08,333333333333,Lambda,Core,prod,3.25
2025-05-08,111111111111,Lambda,Core,staging,19.79
2025-05-08,222222222222,Lambda,Data,prod,17.04
2025-05-08,111111111111,S3,Core,prod,85.54
2025-05-08,333333333333,EKS,Core,prod,219.22
2025-05-08,333333333333,S3,Core,prod,91.99
2025-05-08,333333333333,S3,Data,prod,55.66
2025-05-08,111111111111,EKS,Data,prod,117.15
2025-05-08,111111111111,Lambda,Core,prod,24.31
2025-05-08,111111111111,S3,Web,prod,88.49
2025-05-09,222222222222,EKS,Data,prod,136.26
2025-05-09,111111111111,Lambda,Core,staging,17.06
2025-05-09,111111111111,RDS,Web,prod,134.35
2025-05-09,333333333333,EC2,Web,staging,168.48
2025-05-09,111111111111,RDS,Data,prod,58.58
2025-05-09,222222222222,Lambda,Web,prod,15.28
2025-05-09,111111111111,EC2,Data,dev,113.81
2025-05-09,222222222222,Lambda,Web,prod,-3.88
2025-05-09,222222222222,S3,Data,dev,29.54
2025-05-10,222222222222,S3,Core,dev,18.35
2025-05-10,222222222222,EC2,Core,prod,447.56
2025-05-10,111111111111,S3,Web,prod,74.35
2025-05-10,333333333333,S3,Core,prod,71.16
2025-05-10,333333333333,EC2,Data,dev,122.55
2025-05-10,222222222222,Lambda,Web,prod,32.87
2025-05-10,111111111111,EC2,Web,staging,199.12
2025-05-10,111111111111,EC2,Data,prod,425.81
2025-05-10,111111111111,Lambda,Data,prod,19.27
2025-05-11,111111111111,EC2,Data,prod,381.68
2025-05-11,111111111111,Lambda,Data,prod,24.04
2025-05-11,333333333333,S3,Data,staging,33.11
2025-05-11,111111111111,Lambda,Web,prod,30.63
2025-05-11,222222222222,EC2,Core,prod,333.8
2025-05-11,333333333333,S3,Data,staging,47.88
2025-05-11,111111111111,RDS,Web,prod,148.93
2025-05-12,111111111111,Lambda,Data,dev,6.89
2025-05-12,333333333333,EKS,Data,prod,153.37
2025-05-12,111111111111,EC2,Core,staging,202.63
2025-05-12,333333333333,EKS,Core,dev,52.02
2025-05-12,333333333333,EC2,Web,staging,166.27
2025-05-12,222222222222,S3,Data,dev,25.38
2025-05-12,222222222222,RDS,Data,prod,182.01
2025-05-13,111111111111,RDS,Data,staging,74.88
2025-05-13,222222222222,EKS,Web,prod,172.62
2025-05-13,111111111111,EC2,Core,staging,181.25
2025-05-13,111111111111,RDS,Data,dev,26.0
2025-05-13,333333333333,RDS,Web,prod,134.24
2025-05-13,222222222222,S3,Core,prod,96.45
2025-05-13,222222222222,RDS,Data,staging,55.92
2025-05-14,222222222222,S3,Core,prod,137.23
